"","folder","filename","database","annotation","image","width","height","depth","segmented","name","pose","truncated","difficult","occluded"
"414","VOC2012","2008_001992.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"person","Left",1,0,0
"415","VOC2012","2008_002043.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,275,1,1,"bird","Left",0,0,0
"416","VOC2012","2008_002152.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cat","Frontal",0,0,0
"417","VOC2012","2008_002205.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bus","Right",1,0,0
"418","VOC2012","2008_002212.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,376,1,1,"car","Right",1,0,1
"419","VOC2012","2008_002239.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Left",0,0,0
"420","VOC2012","2008_002240.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"motorbike","Frontal",0,0,0
"421","VOC2012","2008_002241.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"person","Rear",0,0,1
"422","VOC2012","2008_002269.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,374,1,1,"bicycle","Unspecified",0,0,1
"423","VOC2012","2008_002273.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"pottedplant","Unspecified",0,0,0
"424","VOC2012","2008_002358.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"aeroplane","Right",0,0,0
"425","VOC2012","2008_002379.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"pottedplant","Unspecified",0,0,0
"426","VOC2012","2008_002383.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",324,432,1,1,"motorbike","Rear",0,0,0
"427","VOC2012","2008_002429.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",490,500,1,1,"bird","Left",0,0,1
"428","VOC2012","2008_002464.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,334,1,1,"tvmonitor","Frontal",0,0,0
"429","VOC2012","2008_002467.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bottle","Unspecified",0,0,0
"430","VOC2012","2008_002492.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,400,1,1,"boat","Right",0,0,0
"431","VOC2012","2008_002495.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"person","Right",0,0,1
"432","VOC2012","2008_002504.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"boat","Left",0,0,0
"433","VOC2012","2008_002521.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"chair","Right",0,0,0
"434","VOC2012","2008_002536.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,319,1,1,"sheep","Left",0,0,0
"435","VOC2012","2008_002588.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Unspecified",1,0,0
"436","VOC2012","2008_002623.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"cat","Unspecified",0,0,0
"437","VOC2012","2008_002680.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",342,458,1,1,"tvmonitor","Frontal",0,0,0
"438","VOC2012","2008_002681.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"cat","Frontal",0,0,0
"439","VOC2012","2008_002775.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bottle","Unspecified",1,0,0
"440","VOC2012","2008_002778.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cow","Left",0,0,0
"441","VOC2012","2008_002835.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,419,1,1,"horse","Frontal",0,0,1
"442","VOC2012","2008_002859.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Unspecified",0,0,0
"443","VOC2012","2008_002864.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bottle","Unspecified",0,0,1
"444","VOC2012","2008_002900.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",331,500,1,1,"train","Unspecified",1,0,0
"445","VOC2012","2008_002904.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Frontal",0,0,0
"446","VOC2012","2008_002929.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"sofa","Frontal",0,0,1
"447","VOC2012","2008_002936.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"dog","Right",1,0,0
"448","VOC2012","2008_002942.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,467,1,1,"person","Unspecified",1,0,0
"449","VOC2012","2008_002958.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"dog","Unspecified",1,0,1
"450","VOC2012","2008_003003.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Frontal",0,0,0
"451","VOC2012","2008_003026.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Frontal",1,0,0
"452","VOC2012","2008_003034.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"boat","Right",1,1,1
"453","VOC2012","2008_003076.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Rear",1,0,0
"454","VOC2012","2008_003105.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,340,1,1,"train","Left",0,0,0
"455","VOC2012","2008_003108.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",191,500,1,1,"person","Left",1,0,0
"456","VOC2012","2008_003110.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,355,1,1,"bird","Right",0,0,0
"457","VOC2012","2008_003135.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",335,500,1,1,"pottedplant","Unspecified",1,0,0
"458","VOC2012","2008_003141.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"car","Unspecified",1,0,0
"459","VOC2012","2008_003155.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"aeroplane","Left",0,0,0
"460","VOC2012","2008_003210.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"person","Frontal",1,0,0
"461","VOC2012","2008_003238.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"dog","Unspecified",0,0,0
"462","VOC2012","2008_003270.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bicycle","Right",1,0,0
"463","VOC2012","2008_003330.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",270,360,1,1,"person","Frontal",1,0,0
"464","VOC2012","2008_003333.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",400,300,1,1,"car","Right",1,0,0
"465","VOC2012","2008_003369.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"aeroplane","Right",1,0,0
"466","VOC2012","2008_003379.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"horse","Right",0,0,1
"467","VOC2012","2008_003451.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,399,1,1,"motorbike","Left",0,0,1
"468","VOC2012","2008_003461.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",448,336,1,1,"person","Right",0,0,1
"469","VOC2012","2008_003477.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"chair","Frontal",1,1,1
"470","VOC2012","2008_003492.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",400,500,1,1,"person","Left",1,0,0
"471","VOC2012","2008_003499.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cat","Unspecified",0,0,0
"472","VOC2012","2008_003511.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Unspecified",0,0,0
"473","VOC2012","2008_003546.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",0,0,0
"474","VOC2012","2008_003576.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"dog","Unspecified",0,0,0
"475","VOC2012","2008_003577.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"car","Unspecified",1,0,0
"476","VOC2012","2008_003676.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"pottedplant","Unspecified",0,0,0
"477","VOC2012","2008_003709.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"sofa","Frontal",0,0,0
"478","VOC2012","2008_003733.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"sofa","Frontal",1,1,1
"479","VOC2012","2008_003777.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",432,288,1,1,"bus","Unspecified",1,0,1
"480","VOC2012","2008_003782.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"horse","Right",0,0,0
"481","VOC2012","2008_003821.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",333,500,1,1,"chair","Frontal",0,0,0
"482","VOC2012","2008_003846.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"car","Left",0,0,0
"483","VOC2012","2008_003856.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",1,0,0
"484","VOC2012","2008_003858.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"boat","Left",1,0,0
"485","VOC2012","2008_003874.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",346,336,1,1,"person","Frontal",1,0,0
"486","VOC2012","2008_003876.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"aeroplane","Left",0,0,0
"487","VOC2012","2008_003885.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Frontal",0,0,0
"488","VOC2012","2008_003886.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,377,1,1,"boat","Right",0,0,1
"489","VOC2012","2008_003926.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,313,1,1,"aeroplane","Right",0,0,0
"490","VOC2012","2008_003976.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,345,1,1,"aeroplane","Left",0,0,0
"491","VOC2012","2008_004069.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,345,1,1,"car","Frontal",0,0,0
"492","VOC2012","2008_004101.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bicycle","Frontal",1,0,0
"493","VOC2012","2008_004140.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"person","Right",1,0,0
"494","VOC2012","2008_004172.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",339,500,1,1,"sofa","Frontal",1,1,0
"495","VOC2012","2008_004175.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,151,1,1,"horse","Right",0,0,1
"496","VOC2012","2008_004212.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"train","Left",1,0,1
"497","VOC2012","2008_004279.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Frontal",0,0,0
"498","VOC2012","2008_004339.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"car","Right",1,0,1
"499","VOC2012","2008_004345.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,374,1,1,"motorbike","Unspecified",1,0,0
"500","VOC2012","2008_004363.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bicycle","Left",0,0,0
"501","VOC2012","2008_004367.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,348,1,1,"train","Unspecified",1,0,1
"502","VOC2012","2008_004396.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"horse","Frontal",1,0,1
"503","VOC2012","2008_004399.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"motorbike","Frontal",0,0,1
"504","VOC2012","2008_004453.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"sheep","Frontal",0,0,0
"505","VOC2012","2008_004477.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"pottedplant","Unspecified",0,0,1
"506","VOC2012","2008_004552.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"car","Right",1,0,1
"507","VOC2012","2008_004562.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"sofa","Right",1,1,1
"508","VOC2012","2008_004575.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",301,500,1,1,"person","Right",1,0,1
"509","VOC2012","2008_004610.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,321,1,1,"train","Frontal",0,0,0
"510","VOC2012","2008_004612.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,374,1,1,"chair","Frontal",0,0,0
"511","VOC2012","2008_004621.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"sheep","Unspecified",0,0,0
"512","VOC2012","2008_004624.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,354,1,1,"horse","Left",0,0,0
"513","VOC2012","2008_004654.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",333,500,1,1,"bicycle","Frontal",0,0,1
"514","VOC2012","2008_004659.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",402,500,1,1,"bottle","Unspecified",0,0,0
"515","VOC2012","2008_004687.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,417,1,1,"horse","Right",0,0,0
"516","VOC2012","2008_004701.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cow","Right",1,0,0
"517","VOC2012","2008_004704.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,322,1,1,"aeroplane","Frontal",1,0,0
"518","VOC2012","2008_004705.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",333,500,1,1,"horse","Frontal",1,0,0
"519","VOC2012","2008_004754.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Frontal",1,0,0
"520","VOC2012","2008_004758.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bicycle","Left",0,0,0
"521","VOC2012","2008_004854.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"sheep","Right",0,0,1
"522","VOC2012","2008_004910.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Frontal",0,0,0
"523","VOC2012","2008_004995.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"bicycle","Left",0,0,0
"524","VOC2012","2008_005049.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"motorbike","Left",0,0,1
"525","VOC2012","2008_005089.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,374,1,1,"tvmonitor","Frontal",0,0,0
"526","VOC2012","2008_005097.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"cow","Unspecified",1,0,0
"527","VOC2012","2008_005105.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cow","Right",0,0,0
"528","VOC2012","2008_005145.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,281,1,1,"diningtable","Right",1,1,1
"529","VOC2012","2008_005197.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,383,1,1,"dog","Left",1,0,0
"530","VOC2012","2008_005217.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,334,1,1,"pottedplant","Unspecified",1,0,0
"531","VOC2012","2008_005242.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",255,500,1,1,"pottedplant","Unspecified",0,0,0
"532","VOC2012","2008_005245.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",343,419,1,1,"motorbike","Left",0,0,1
"533","VOC2012","2008_005254.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Frontal",0,0,0
"534","VOC2012","2008_005262.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bottle","Unspecified",0,1,0
"535","VOC2012","2008_005338.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"aeroplane","Unspecified",1,0,1
"536","VOC2012","2008_005398.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"boat","Right",0,0,0
"537","VOC2012","2008_005399.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",288,352,1,1,"bottle","Unspecified",0,0,0
"538","VOC2012","2008_005422.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"motorbike","Left",0,0,0
"539","VOC2012","2008_005439.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"tvmonitor","Right",0,0,0
"540","VOC2012","2008_005445.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"tvmonitor","Frontal",1,0,1
"541","VOC2012","2008_005525.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"horse","Frontal",1,0,0
"542","VOC2012","2008_005544.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"train","Rear",1,0,0
"543","VOC2012","2008_005628.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"boat","Right",1,0,0
"544","VOC2012","2008_005633.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,341,1,1,"sheep","Left",0,0,0
"545","VOC2012","2008_005637.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"motorbike","Left",0,0,0
"546","VOC2012","2008_005642.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"horse","Frontal",0,0,0
"547","VOC2012","2008_005676.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bus","Right",0,0,1
"548","VOC2012","2008_005680.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,318,1,1,"pottedplant","Unspecified",1,1,0
"549","VOC2012","2008_005691.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",480,360,1,1,"horse","Left",1,0,0
"550","VOC2012","2008_005727.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bicycle","Right",0,0,0
"551","VOC2012","2008_005738.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",333,500,1,1,"bicycle","Left",0,0,1
"552","VOC2012","2008_005812.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bottle","Frontal",0,0,0
"553","VOC2012","2008_005904.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"bottle","Unspecified",1,0,0
"554","VOC2012","2008_005915.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"motorbike","Left",1,0,0
"555","VOC2012","2008_006008.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"chair","Left",0,0,1
"556","VOC2012","2008_006036.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"horse","Left",0,0,1
"557","VOC2012","2008_006055.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,334,1,1,"train","Unspecified",0,0,0
"558","VOC2012","2008_006063.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"cow","Frontal",1,0,0
"559","VOC2012","2008_006108.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",1,0,0
"560","VOC2012","2008_006130.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"dog","Left",0,0,1
"561","VOC2012","2008_006143.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bird","Left",0,0,0
"562","VOC2012","2008_006159.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Frontal",0,0,0
"563","VOC2012","2008_006216.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"aeroplane","Frontal",0,1,0
"564","VOC2012","2008_006219.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"horse","Frontal",0,0,0
"565","VOC2012","2008_006229.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"boat","Frontal",0,0,0
"566","VOC2012","2008_006254.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",374,500,1,1,"bicycle","Frontal",0,0,1
"567","VOC2012","2008_006275.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",1,0,1
"568","VOC2012","2008_006325.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,476,1,1,"cat","Right",0,0,0
"569","VOC2012","2008_006327.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",400,300,1,1,"sheep","Left",0,0,0
"570","VOC2012","2008_006341.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cat","Frontal",0,0,1
"571","VOC2012","2008_006408.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"diningtable","Unspecified",1,1,0
"572","VOC2012","2008_006480.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,316,1,1,"cat","Right",1,0,0
"573","VOC2012","2008_006523.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"train","Unspecified",1,0,0
"574","VOC2012","2008_006526.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"person","Frontal",1,0,0
"575","VOC2012","2008_006528.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cow","Frontal",0,0,0
"576","VOC2012","2008_006553.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"train","Frontal",0,0,0
"577","VOC2012","2008_006554.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bus","Left",1,0,1
"578","VOC2012","2008_006703.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"aeroplane","Right",0,0,0
"579","VOC2012","2008_006722.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,306,1,1,"dog","Left",0,0,1
"580","VOC2012","2008_006752.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,332,1,1,"train","Rear",1,0,0
"581","VOC2012","2008_006784.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"sofa","Frontal",0,0,0
"582","VOC2012","2008_006835.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"sheep","Right",0,0,0
"583","VOC2012","2008_006874.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",377,500,1,1,"motorbike","Frontal",0,0,1
"584","VOC2012","2008_006981.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Frontal",1,0,0
"585","VOC2012","2008_006986.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"car","Right",0,0,0
"586","VOC2012","2008_007025.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"cow","Left",0,0,0
"587","VOC2012","2008_007031.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cow","Left",0,0,0
"588","VOC2012","2008_007048.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"chair","Left",0,0,1
"589","VOC2012","2008_007120.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"bird","Frontal",0,0,0
"590","VOC2012","2008_007123.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cow","Right",0,0,1
"591","VOC2012","2008_007143.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"boat","Right",0,0,0
"592","VOC2012","2008_007194.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"chair","Frontal",0,0,0
"593","VOC2012","2008_007219.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bottle","Unspecified",1,1,0
"594","VOC2012","2008_007273.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cow","Right",0,0,0
"595","VOC2012","2008_007350.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,274,1,1,"aeroplane","Left",0,0,0
"596","VOC2012","2008_007378.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Right",0,0,0
"597","VOC2012","2008_007392.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"horse","Right",0,0,1
"598","VOC2012","2008_007402.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",333,500,1,1,"diningtable","Unspecified",1,0,0
"599","VOC2012","2008_007497.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"sheep","Right",0,0,0
"600","VOC2012","2008_007498.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bird","Left",0,0,1
"601","VOC2012","2008_007507.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",266,400,1,1,"aeroplane","Unspecified",0,0,0
"602","VOC2012","2008_007513.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Right",0,0,0
"603","VOC2012","2008_007527.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Frontal",0,0,0
"604","VOC2012","2008_007548.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cat","Right",0,0,0
"605","VOC2012","2008_007596.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"cow","Right",0,0,0
"606","VOC2012","2008_007677.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"sheep","Left",1,0,1
"607","VOC2012","2008_007737.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",342,500,1,1,"bottle","Unspecified",0,0,1
"608","VOC2012","2008_007797.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"bus","Rear",1,0,0
"609","VOC2012","2008_007804.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,362,1,1,"car","Left",1,0,0
"610","VOC2012","2008_007811.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"bottle","Unspecified",1,0,0
"611","VOC2012","2008_007814.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"sheep","Frontal",1,0,0
"612","VOC2012","2008_007828.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,377,1,1,"person","Right",1,0,1
"613","VOC2012","2008_007836.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"aeroplane","Unspecified",0,0,0
"614","VOC2012","2008_007945.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,361,1,1,"horse","Left",0,0,1
"615","VOC2012","2008_007994.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,329,1,1,"bird","Left",0,0,0
"616","VOC2012","2008_008051.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"diningtable","Unspecified",1,1,1
"617","VOC2012","2008_008103.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"sofa","Left",1,0,1
"618","VOC2012","2008_008127.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"motorbike","Left",0,0,1
"619","VOC2012","2008_008221.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,326,1,1,"person","Rear",1,0,0
"620","VOC2012","2008_008252.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"bus","Frontal",0,0,0
"621","VOC2012","2008_008268.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,349,1,1,"bird","Frontal",0,0,0
